Mod:Item:MetaData, Localized Name
mcwtrpdoors:spruce_cottage_trapdoor, Spruce Cottage Trapdoor
mcwtrpdoors:spruce_four_panel_trapdoor, Spruce Four Panel Trapdoor
mcwtrpdoors:spruce_glass_trapdoor, Spruce Glass Trapdoor
mcwtrpdoors:spruce_paper_trapdoor, Spruce Paper Trapdoor
mcwtrpdoors:spruce_tropical_trapdoor, Spruce Tropical Trapdoor
mcwtrpdoors:birch_barn_trapdoor, Birch Barn Trapdoor
mcwtrpdoors:birch_beach_trapdoor, Birch Beach Trapdoor
mcwtrpdoors:birch_classic_trapdoor, Birch Classic Trapdoor
mcwtrpdoors:birch_cottage_trapdoor, Birch Cottage Trapdoor
mcwtrpdoors:birch_four_panel_trapdoor, Birch Four Panel Trapdoor
mcwtrpdoors:birch_glass_trapdoor, Birch Glass Trapdoor
mcwtrpdoors:birch_paper_trapdoor, Birch Paper Trapdoor
mcwtrpdoors:birch_tropical_trapdoor, Birch Tropical Trapdoor
mcwtrpdoors:jungle_barn_trapdoor, Jungle Barn Trapdoor
mcwtrpdoors:jungle_beach_trapdoor, Jungle Beach Trapdoor
mcwtrpdoors:jungle_classic_trapdoor, Jungle Classic Trapdoor
mcwtrpdoors:jungle_cottage_trapdoor, Jungle Cottage Trapdoor
mcwtrpdoors:jungle_four_panel_trapdoor, Jungle Four Panel Trapdoor
mcwtrpdoors:jungle_glass_trapdoor, Jungle Glass Trapdoor
mcwtrpdoors:jungle_paper_trapdoor, Jungle Paper Trapdoor
mcwtrpdoors:jungle_tropical_trapdoor, Jungle Tropical Trapdoor
mcwtrpdoors:acacia_barn_trapdoor, Acacia Barn Trapdoor
mcwtrpdoors:acacia_beach_trapdoor, Acacia Beach Trapdoor
mcwtrpdoors:acacia_classic_trapdoor, Acacia Classic Trapdoor
mcwtrpdoors:acacia_cottage_trapdoor, Acacia Cottage Trapdoor
mcwtrpdoors:acacia_four_panel_trapdoor, Acacia Four Panel Trapdoor
mcwtrpdoors:acacia_glass_trapdoor, Acacia Glass Trapdoor
mcwtrpdoors:acacia_paper_trapdoor, Acacia Paper Trapdoor
mcwtrpdoors:acacia_tropical_trapdoor, Acacia Tropical Trapdoor
mcwtrpdoors:dark_oak_barn_trapdoor, Dark Oak Barn Trapdoor
mcwtrpdoors:dark_oak_beach_trapdoor, Dark Oak Beach Trapdoor
mcwtrpdoors:dark_oak_classic_trapdoor, Dark Oak Classic Trapdoor
mcwtrpdoors:dark_oak_cottage_trapdoor, Dark Oak Cottage Trapdoor
mcwtrpdoors:dark_oak_four_panel_trapdoor, Dark Oak Four Panel Trapdoor
mcwtrpdoors:dark_oak_glass_trapdoor, Dark Oak Glass Trapdoor
mcwtrpdoors:dark_oak_paper_trapdoor, Dark Oak Paper Trapdoor
mcwtrpdoors:dark_oak_tropical_trapdoor, Dark Oak Tropical Trapdoor
mcwtrpdoors:oak_bark_trapdoor, Oak Bark Trapdoor
mcwtrpdoors:spruce_bark_trapdoor, Spruce Bark Trapdoor
mcwtrpdoors:birch_bark_trapdoor, Birch Bark Trapdoor
mcwtrpdoors:jungle_bark_trapdoor, Jungle Bark Trapdoor
mcwtrpdoors:acacia_bark_trapdoor, Acacia Bark Trapdoor
mcwtrpdoors:dark_oak_bark_trapdoor, Dark Oak Bark Trapdoor
mcwtrpdoors:metal_trapdoor, Metal Glass Trapdoor
mcwtrpdoors:metal_full_trapdoor, Metal Trapdoor
mcwwindows:window_base, Window Base
mcwwindows:window_centre_bar_base, Window Framed Base
mcwwindows:oak_window, Oak Framed Window
mcwwindows:spruce_window, Spruce Framed Window
mcwwindows:birch_window, Birch Framed Window
mcwwindows:jungle_window, Jungle Framed Window
mcwwindows:acacia_window, Acacia Framed Window
mcwwindows:dark_oak_window, Dark Oak Framed Window
mcwwindows:oak_plank_window, Oak Plank Framed Window
mcwwindows:spruce_plank_window, Spruce Plank Framed Window
mcwwindows:birch_plank_window, Birch Plank Framed Window
mcwwindows:jungle_plank_window, Jungle Plank Framed Window
mcwwindows:acacia_plank_window, Acacia Plank Framed Window
mcwwindows:dark_oak_plank_window, Dark Oak Plank Framed Window
mcwwindows:oak_planks_win_2tall, 2x1 Oak Plank Framed Window
mcwwindows:oak_win_2tall, 2x1 Oak Framed Window
mcwwindows:spruce_planks_win_2tall, 2x1 Spruce Plank Framed Window
mcwwindows:spruce_win_2tall, 2x1 Spruce Framed Window
mcwwindows:birch_planks_win_2tall, 2x1 Birch Plank Framed Window
mcwwindows:birch_win_2tall, 2x1 Birch Framed Window
mcwwindows:jungle_planks_win_2tall, 2x1 Jungle Plank Framed Window
mcwwindows:jungle_win_2tall, 2x1 Jungle Framed Window
mcwwindows:acacia_planks_win_2tall, 2x1 Acacia Plank Framed Window
mcwwindows:acacia_win_2tall, 2x1 Acacia Framed Window
mcwwindows:dark_oak_planks_win_2tall, 2x1 Dark Oak Framed Plank Window
mcwwindows:dark_oak_win_2tall, 2x1 Dark Oak Framed Window
mcwwindows:oak_window2, Oak Window
mcwwindows:oak_plank_window2, Oak Plank Window
mcwwindows:spruce_window2, Spruce Window
mcwwindows:spruce_plank_window2, Spruce Plank Window
mcwwindows:birch_window2, Birch Window
mcwwindows:birch_plank_window2, Birch Plank Window
mcwwindows:jungle_window2, Jungle Window
mcwwindows:jungle_plank_window2, Jungle Window
mcwwindows:acacia_window2, Acacia Window
mcwwindows:acacia_plank_window2, Acacia Plank Window
mcwwindows:dark_oak_window2, Dark Oak Window
mcwwindows:dark_oak_plank_window2, Dark Oak Window
mcwwindows:oak_window2_2tall, Oak 2x1 Window
mcwwindows:oak_plank_window2_2tall, Oak Plank 2x1 Window
mcwwindows:spruce_window2_2tall, Spruce 2x1 Window
mcwwindows:spruce_plank_window2_2tall, Sruce Plank 2x1 Window
mcwwindows:birch_window2_2tall, Birch 2x1 Window
mcwwindows:birch_plank_window2_2tall, Birch Plank 2x1  Window
mcwwindows:jungle_window2_2tall, Jungle 2x1 Window
mcwwindows:jungle_plank_window2_2tall, Jungle Plank 2x1 Window
mcwwindows:acacia_window2_2tall, Acacia 2x1 Window
mcwwindows:acacia_plank_window2_2tall, Acacia Plank 2x1 Window
mcwwindows:dark_oak_window2_2tall, Dark Oak 2x1 Window
mcwwindows:dark_oak_plank_window2_2tall, Dark Oak 2x1 Window
mekanismgenerators:solarpanel, Solar Panel
mekanismgenerators:hohlraum, Hohlraum
mekanismgenerators:turbineblade, Turbine Blade
mekanismgenerators:generator:0, Heat Generator
mekanismgenerators:generator:1, Solar Generator
mekanismgenerators:generator:3, Gas-Burning Generator
mekanismgenerators:generator:4, Bio-Generator
mekanismgenerators:generator:5, Advanced Solar Generator
mekanismgenerators:generator:6, Wind Generator
mekanismgenerators:generator:7, Turbine Rotor
mekanismgenerators:generator:8, Rotational Complex
mekanismgenerators:generator:9, Electromagnetic Coil
mekanismgenerators:generator:10, Turbine Casing
mekanismgenerators:generator:11, Turbine Valve
mekanismgenerators:generator:12, Turbine Vent
mekanismgenerators:generator:13, Saturating Condenser
mekanismgenerators:reactor:0, Reactor Controller
mekanismgenerators:reactor:1, Reactor Frame
mekanismgenerators:reactor:2, Reactor Port
mekanismgenerators:reactor:3, Reactor Logic Adapter
mekanismgenerators:reactorglass:0, Reactor Glass
mekanismgenerators:reactorglass:1, Laser Focus Matrix
mekanismtools:woodpaxel, Wood Paxel
mekanismtools:stonepaxel, Stone Paxel
mekanismtools:ironpaxel, Iron Paxel
mekanismtools:diamondpaxel, Diamond Paxel
mekanismtools:goldpaxel, Gold Paxel
mekanismtools:glowstonepickaxe, Glowstone Pickaxe
mekanismtools:glowstoneaxe, Glowstone Axe
mekanismtools:glowstoneshovel, Glowstone Shovel
mekanismtools:glowstonehoe, Glowstone Hoe
mekanismtools:glowstonesword, Glowstone Sword
mekanismtools:glowstonepaxel, Glowstone Paxel
mekanismtools:glowstonehelmet, Glowstone Helmet
mekanismtools:glowstonechestplate, Glowstone Chestplate
mekanismtools:glowstoneleggings, Glowstone Leggings
mekanismtools:glowstoneboots, Glowstone Boots
mekanismtools:bronzepickaxe, Bronze Pickaxe
mekanismtools:bronzeaxe, Bronze Axe
mekanismtools:bronzeshovel, Bronze Shovel
mekanismtools:bronzehoe, Bronze Hoe
mekanismtools:bronzesword, Bronze Sword
mekanismtools:bronzepaxel, Bronze Paxel
mekanismtools:bronzehelmet, Bronze Helmet
mekanismtools:bronzechestplate, Bronze Chestplate
mekanismtools:bronzeleggings, Bronze Leggings
mekanismtools:bronzeboots, Bronze Boots
mekanismtools:osmiumpickaxe, Osmium Pickaxe
mekanismtools:osmiumaxe, Osmium Axe
mekanismtools:osmiumshovel, Osmium Shovel
mekanismtools:osmiumhoe, Osmium Hoe
mekanismtools:osmiumsword, Osmium Sword
mekanismtools:osmiumpaxel, Osmium Paxel
mekanismtools:osmiumhelmet, Osmium Helmet
mekanismtools:osmiumchestplate, Osmium Chestplate
mekanismtools:osmiumleggings, Osmium Leggings
mekanismtools:osmiumboots, Osmium Boots
mekanismtools:obsidianpickaxe, Obsidian Pickaxe
mekanismtools:obsidianaxe, Obsidian Axe
mekanismtools:obsidianshovel, Obsidian Shovel
mekanismtools:obsidianhoe, Obsidian Hoe
mekanismtools:obsidiansword, Obsidian Sword
mekanismtools:obsidianpaxel, Obsidian Paxel
mekanismtools:obsidianhelmet, Obsidian Helmet
mekanismtools:obsidianchestplate, Obsidian Chestplate
mekanismtools:obsidianleggings, Obsidian Leggings
mekanismtools:obsidianboots, Obsidian Boots
mekanismtools:lapislazulipickaxe, Lapis Lazuli Pickaxe
mekanismtools:lapislazuliaxe, Lapis Lazuli Axe
mekanismtools:lapislazulishovel, Lapis Lazuli Shovel
mekanismtools:lapislazulihoe, Lapis Lazuli Hoe
mekanismtools:lapislazulisword, Lapis Lazuli Sword
mekanismtools:lapislazulipaxel, Lapis Lazuli Paxel
mekanismtools:lapislazulihelmet, Lapis Lazuli Helmet
mekanismtools:lapislazulichestplate, Lapis Lazuli Chestplate
mekanismtools:lapislazulileggings, Lapis Lazuli Leggings
mekanismtools:lapislazuliboots, Lapis Lazuli Boots
mekanismtools:steelpickaxe, Steel Pickaxe
mekanismtools:steelaxe, Steel Axe
mekanismtools:steelshovel, Steel Shovel
mekanismtools:steelhoe, Steel Hoe
mekanismtools:steelsword, Steel Sword
mekanismtools:steelpaxel, Steel Paxel
mekanismtools:steelhelmet, Steel Helmet
mekanismtools:steelchestplate, Steel Chestplate
mekanismtools:steelleggings, Steel Leggings
mekanismtools:steelboots, Steel Boots
mowziesmobs:foliaath_seed, Foliaath Seed
mowziesmobs:test_structure, Test Structures
mowziesmobs:mob_remover, Mob Remover
mowziesmobs:wrought_axe, Axe of a Thousand Metals
mowziesmobs:wrought_helmet, Wrought Helm
mowziesmobs:barako_mask, Sol Visage
mowziesmobs:dart, Dart
mowziesmobs:spear, Spear
mowziesmobs:blowgun, Blowgun
mowziesmobs:spawn_egg:0, Spawn Foliaath
mowziesmobs:spawn_egg:0, Spawn Ferrous Wroughtnaut
mowziesmobs:spawn_egg:0, Spawn Barakoana
mowziesmobs:spawn_egg:0, Spawn Barakoa
mowziesmobs:spawn_egg:0, Spawn Barako, the Sun Chief
mowziesmobs:spawn_egg:0, Spawn Frostmaw
mowziesmobs:spawn_egg:0, Spawn Grottol
mowziesmobs:spawn_egg:0, Spawn Lantern
mowziesmobs:spawn_egg:0, Spawn Naga
mowziesmobs:grant_suns_blessing, Receive Sun's Blessing
mowziesmobs:ice_crystal, Ice Crystal
mowziesmobs:earth_talisman, Earth Talisman
mowziesmobs:captured_grottol, Captured Grottol
mowziesmobs:glowing_jelly, Luminous Jelly
mowziesmobs:naga_fang, Naga Fang
mowziesmobs:naga_fang_dagger, Naga Fang Dagger
mowziesmobs:logo, item.logo.name
mowziesmobs:painted_acacia, Painted Acacia Wood
mowziesmobs:painted_acacia_slab, Painted Acacia Wood Slab
mowziesmobs:barakoa_mask_fury, Mask of Fury
mowziesmobs:barakoa_mask_fear, Mask of Fear
mowziesmobs:barakoa_mask_rage, Mask of Rage
mowziesmobs:barakoa_mask_bliss, Mask of Bliss
mowziesmobs:barakoa_mask_misery, Mask of Misery
mutantbeasts:chemical_x, Chemical X
mutantbeasts:creeper_minion_tracker, Creeper Minion Tracker
mutantbeasts:creeper_shard, Creeper Shard
mutantbeasts:endersoul_hand, Endersoul Hand
mutantbeasts:hulk_hammer, Hulk Hammer
mutantbeasts:mutant_skeleton_arms, Mutant Skeleton Arms
mutantbeasts:mutant_skeleton_limb, Mutant Skeleton Limb
mutantbeasts:mutant_skeleton_shoulder_pad, Mutant Skeleton Shoulder Pad
mutantbeasts:mutant_skeleton_rib, Mutant Skeleton Rib
mutantbeasts:mutant_skeleton_rib_cage, Mutant Skeleton Rib Cage
mutantbeasts:mutant_skeleton_pelvis, Mutant Skeleton Pelvis
mutantbeasts:mutant_skeleton_skull, Mutant Skeleton Skull
mutantbeasts:mutant_skeleton_chestplate, Mutant Skeleton Chestplate
mutantbeasts:mutant_skeleton_leggings, Mutant Skeleton Leggings
mutantbeasts:mutant_skeleton_boots, Mutant Skeleton Boots
naturescompass:naturescompass, Nature's Compass
plustic:pipe_piece:0, Naga Scale Pipe Piece
plustic:pipe_piece:0, Steeleaf Pipe Piece
plustic:pipe_piece:0, Fiery Pipe Piece
plustic:pipe_piece:0, Knightly Pipe Piece
plustic:pipe_piece:0, Wooden Pipe Piece
plustic:pipe_piece:0, Stone Pipe Piece
plustic:pipe_piece:0, Flint Pipe Piece
plustic:pipe_piece:0, Cactus Pipe Piece
plustic:pipe_piece:0, Bone Pipe Piece
plustic:pipe_piece:0, Obsidian Pipe Piece
plustic:pipe_piece:0, Prismarine Pipe Piece
plustic:pipe_piece:0, End Pipe Piece
plustic:pipe_piece:0, Paper Pipe Piece
plustic:pipe_piece:0, Sponge Pipe Piece
plustic:pipe_piece:0, Firewood Pipe Piece
plustic:pipe_piece:0, Iron Pipe Piece
plustic:pipe_piece:0, Pig Iron Pipe Piece
plustic:pipe_piece:0, Knightslime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Magma Slime Pipe Piece
plustic:pipe_piece:0, Netherrack Pipe Piece
plustic:pipe_piece:0, Cobalt Pipe Piece
plustic:pipe_piece:0, Ardite Pipe Piece
plustic:pipe_piece:0, Manyullyn Pipe Piece
plustic:pipe_piece:0, Copper Pipe Piece
plustic:pipe_piece:0, Bronze Pipe Piece
plustic:pipe_piece:0, Lead Pipe Piece
plustic:pipe_piece:0, Silver Pipe Piece
plustic:pipe_piece:0, Electrum Pipe Piece
plustic:pipe_piece:0, Steel Pipe Piece
plustic:pipe_piece:0, Treated Wood Pipe Piece
plustic:pipe_piece:0, Constantan Pipe Piece
plustic:pipe_piece:0, Dragon Bone Pipe Piece
plustic:pipe_piece:0, Desert Myrmex Chitin Pipe Piece
plustic:pipe_piece:0, Jungle Myrmex Chitin Pipe Piece
plustic:pipe_piece:0, Fire Dragonsteel Pipe Piece
plustic:pipe_piece:0, Ice Dragonsteel Pipe Piece
plustic:pipe_piece:0, Weezer Pipe Piece
plustic:pipe_piece:0, Magical Wooden Pipe Piece
plustic:pipe_piece:0, Evil Infused Pipe Piece
plustic:pipe_piece:0, Enchanted Pipe Piece
plustic:pipe_piece:0, Demonic Pipe Piece
plustic:pipe_piece:0, Molten Meat Pipe Piece
plustic:pipe_piece:0, Vespa Carapace Pipe Piece
plustic:pipe_piece:0, Scythe Claw Pipe Piece
plustic:pipe_piece:0, Ectoplasm Pipe Piece
plustic:pipe_piece:0, Ancient Metal Pipe Piece
plustic:pipe_piece:0, Tar Pipe Piece
plustic:pipe_piece:0, Prosperity Shard Pipe Piece
plustic:pipe_piece:0, Soulium Pipe Piece
plustic:pipe_piece:0, Base Essence Pipe Piece
plustic:pipe_piece:0, Inferium Pipe Piece
plustic:pipe_piece:0, Prudentium Pipe Piece
plustic:pipe_piece:0, Intermedium Pipe Piece
plustic:pipe_piece:0, Superium Pipe Piece
plustic:pipe_piece:0, Supremium Pipe Piece
plustic:pipe_piece:0, Boron Pipe Piece
plustic:pipe_piece:0, Tough Alloy Pipe Piece
plustic:pipe_piece:0, Hard Carbon Pipe Piece
plustic:pipe_piece:0, Boron Nitride Pipe Piece
plustic:pipe_piece:0, Thorium Pipe Piece
plustic:pipe_piece:0, Uranium Pipe Piece
plustic:pipe_piece:0, Magnesium Pipe Piece
plustic:pipe_piece:0, Chocolate Pipe Piece
plustic:pipe_piece:0, Plastic Pipe Piece
plustic:pipe_piece:0, Pink Slime Pipe Piece
plustic:pipe_piece:0, Reinforced Pink Slime Pipe Piece
plustic:pipe_piece:0, Enderium Pipe Piece
plustic:pipe_piece:0, Platinum Pipe Piece
plustic:pipe_piece:0, Iridium Pipe Piece
plustic:pipe_piece:0, Mithril Pipe Piece
plustic:pipe_piece:0, Signalum Pipe Piece
plustic:pipe_piece:0, Lumium Pipe Piece
plustic:pipe_piece:0, Invar Pipe Piece
plustic:pipe_piece:0, Nickel Pipe Piece
plustic:pipe_piece:0, Tin Pipe Piece
plustic:pipe_piece:0, Brass Pipe Piece
plustic:pipe_piece:0, Aluminum Pipe Piece
plustic:pipe_piece:0, Zinc Pipe Piece
plustic:pipe_piece:0, Refined Obsidian Pipe Piece
plustic:pipe_piece:0, Refined Glowstone Pipe Piece
plustic:pipe_piece:0, Osmium Pipe Piece
plustic:pipe_piece:0, Manasteel Pipe Piece
plustic:pipe_piece:0, Terrasteel Pipe Piece
plustic:pipe_piece:0, Elementium Pipe Piece
plustic:pipe_piece:0, Gaia Spirit Pipe Piece
plustic:pipe_piece:0, Yellorium Pipe Piece
plustic:pipe_piece:0, Cyanite Pipe Piece
plustic:pipe_piece:0, Blutonium Pipe Piece
plustic:pipe_piece:0, Ludicrite Pipe Piece
plustic:pipe_piece:0, Quartz Enriched Iron Pipe Piece
plustic:pipe_piece:0, Draconium Pipe Piece
plustic:pipe_piece:0, Wyvern Draconium Pipe Piece
plustic:pipe_piece:0, Awakened Draconium Pipe Piece
plustic:pipe_piece:0, Chaotic Draconium Pipe Piece
plustic:pipe_piece:0, Psimetal Pipe Piece
plustic:pipe_piece:0, Psigem Pipe Piece
plustic:pipe_piece:0, Ivory Psimetal Pipe Piece
plustic:pipe_piece:0, Ebony Psimetal Pipe Piece
plustic:pipe_piece:0, Dark Matter Pipe Piece
plustic:pipe_piece:0, Red Matter Pipe Piece
plustic:pipe_piece:0, Fluxed Electrum Pipe Piece
plustic:pipe_piece:0, Refined Iron Pipe Piece
plustic:pipe_piece:0, Tungsten Pipe Piece
plustic:pipe_piece:0, Titanium Pipe Piece
plustic:pipe_piece:0, Chrome Pipe Piece
plustic:pipe_piece:0, Advanced Alloy Pipe Piece
plustic:pipe_piece:0, Ruby Pipe Piece
plustic:pipe_piece:0, Sapphire Pipe Piece
plustic:pipe_piece:0, Peridot Pipe Piece
plustic:pipe_piece:0, Yellow Garnet Pipe Piece
plustic:pipe_piece:0, Red Garnet Pipe Piece
plustic:pipe_piece:0, Rubber Pipe Piece
plustic:pipe_piece:0, Certus Quartz Pipe Piece
plustic:pipe_piece:0, Fluix Crystal Pipe Piece
plustic:pipe_piece:0, Alumite Pipe Piece
plustic:pipe_piece:0, Malachite Pipe Piece
plustic:pipe_piece:0, Amber Pipe Piece
plustic:pipe_piece:0, Topaz Pipe Piece
plustic:pipe_piece:0, Tanzanite Pipe Piece
plustic:pipe_piece:0, Amethyst Pipe Piece
plustic:pipe_piece:0, Osgloglas Pipe Piece
plustic:pipe_piece:0, Osmiridium Pipe Piece
plustic:pipe_piece:0, Lumium Pipe Piece
plustic:pipe_piece:0, Signalum Pipe Piece
plustic:pipe_piece:0, Platinum Pipe Piece
plustic:pipe_piece:0, Enderium Pipe Piece
plustic:pipe_piece:0, Black Quartz Pipe Piece
plustic:pipe_piece:0, Void Pipe Piece
plustic:pipe_piece:0, Enori Pipe Piece
plustic:pipe_piece:0, Palis Pipe Piece
plustic:pipe_piece:0, Restonia Pipe Piece
plustic:pipe_piece:0, Emeradic Pipe Piece
plustic:pipe_piece:0, Diamatine Pipe Piece
plustic:pipe_piece:0, Certus Quartz Pipe Piece
plustic:pipe_piece:0, Fluix Crystal Pipe Piece
plustic:pipe_piece:0, Starmetal Pipe Piece
plustic:pipe_piece:0, Tiberium Pipe Piece
plustic:pipe_piece:0, Aurorium Pipe Piece
plustic:pipe_piece:0, Prometheum Pipe Piece
plustic:pipe_piece:0, Duranite Pipe Piece
plustic:pipe_piece:0, Valyrium Pipe Piece
plustic:pipe_piece:0, Vibranium Pipe Piece
plustic:pipe_piece:0, Terrax Pipe Piece
plustic:pipe_piece:0, Palladium Pipe Piece
plustic:pipe_piece:0, Uru Pipe Piece
plustic:pipe_piece:0, Eezo Pipe Piece
plustic:pipe_piece:0, Basalt Pipe Piece
plustic:pipe_piece:0, Triberium Pipe Piece
plustic:pipe_piece:0, Fractum Pipe Piece
plustic:pipe_piece:0, Violium Pipe Piece
plustic:pipe_piece:0, Proxii Pipe Piece
plustic:pipe_piece:0, Tritonite Pipe Piece
plustic:pipe_piece:0, Ignitz Pipe Piece
plustic:pipe_piece:0, Imperomite Pipe Piece
plustic:pipe_piece:0, Solarium Pipe Piece
plustic:pipe_piece:0, Nihilite Pipe Piece
plustic:pipe_piece:0, Adamant Pipe Piece
plustic:pipe_piece:0, Dyonite Pipe Piece
plustic:pipe_piece:0, Nucleum Pipe Piece
plustic:pipe_piece:0, Lumix Pipe Piece
plustic:pipe_piece:0, Seismum Pipe Piece
plustic:pipe_piece:0, Astrium Pipe Piece
plustic:pipe_piece:0, Niob Pipe Piece
plustic:pipe_piece:0, Yrdeen Pipe Piece
plustic:pipe_piece:0, Meteorite Pipe Piece
plustic:pipe_piece:0, Obsidiorite Pipe Piece
plustic:pipe_piece:0, Blood Bronze Pipe Piece
plustic:pipe_piece:0, Mirion Pipe Piece
plustic:pipe_piece:0, Livingwood Pipe Piece
plustic:pipe_piece:0, Elementium Pipe Piece
plustic:pipe_piece:0, Emerald Pipe Piece
plustic:pipe_piece:0, Wyvern Pipe Piece
plustic:pipe_piece:0, Awakened Pipe Piece
plustic:pipe_piece:0, Chaotic Pipe Piece
plustic:laser_medium:0, Stone Laser Medium
plustic:laser_medium:0, Prismarine Laser Medium
plustic:laser_medium:0, Blazerod Laser Medium
plustic:laser_medium:0, Endrod Laser Medium
plustic:laser_medium:0, Palis Laser Medium
plustic:laser_medium:0, Emeradic Laser Medium
plustic:laser_medium:0, Diamatine Laser Medium
plustic:laser_medium:0, Certus Quartz Laser Medium
plustic:laser_medium:0, Fluix Crystal Laser Medium
plustic:laser_medium:0, Starmetal Laser Medium
plustic:laser_medium:0, Chaotic Laser Medium
plustic:battery_cell:0, Stone Battery Cell
plustic:battery_cell:0, Manyullyn Battery Cell
plustic:battery_cell:0, Copper Battery Cell
plustic:battery_cell:0, Silver Battery Cell
plustic:battery_cell:0, Blazerod Battery Cell
plustic:battery_cell:0, Endrod Battery Cell
plustic:battery_cell:0, Enori Battery Cell
plustic:battery_cell:0, Restonia Battery Cell
plustic:battery_cell:0, Fluix Crystal Battery Cell
plustic:laser_gun, Laser Gun
plustic:katana, Katana
plustic:mirionnugget, Mirion Nugget
plustic:mirioningot, Mirion Ingot
plustic:mirionblock, Mirion Block
netherendingores:creative_tab, Creative Tab Block
netherendingores:block_end_endermite, End Stone Endermite Monster Egg
netherendingores:block_nether_netherfish, Netherrack Netherfish Monster Egg
netherendingores:ore_end_modded_1:0, End Aluminum Ore
netherendingores:ore_end_modded_1:1, End Copper Ore
netherendingores:ore_end_modded_1:2, End Iridium Ore
netherendingores:ore_end_modded_1:3, End Lead Ore
netherendingores:ore_end_modded_1:4, End Mithril Ore
netherendingores:ore_end_modded_1:5, End Nickel Ore
netherendingores:ore_end_modded_1:6, End Platinum Ore
netherendingores:ore_end_modded_1:7, End Silver Ore
netherendingores:ore_end_modded_1:8, End Tin Ore
netherendingores:ore_end_modded_1:9, End Certus Quartz Ore
netherendingores:ore_end_modded_1:10, End Charged Certus Quartz Ore
netherendingores:ore_end_modded_1:11, End Osmium Ore
netherendingores:ore_end_modded_1:12, End Uranium Ore
netherendingores:ore_end_modded_1:13, End Yellorite Ore
netherendingores:ore_end_modded_1:14, End Dilithium Ore
netherendingores:ore_end_modded_1:15, End Tritanium Ore
netherendingores:ore_end_modded_2:0, End Zinc Ore
netherendingores:ore_end_modded_2:1, End Ruby Ore
netherendingores:ore_end_modded_2:2, End Sapphire Ore
netherendingores:ore_end_modded_2:3, End Peridot Ore
netherendingores:ore_end_modded_2:4, End Electrotine Ore
netherendingores:ore_end_modded_2:5, End Ambrosium Ore
netherendingores:ore_end_modded_2:6, End Gravitite Ore
netherendingores:ore_end_modded_2:7, End Zanite Ore
netherendingores:ore_end_modded_2:8, End Arkenium Ore
netherendingores:ore_end_modded_2:9, End Icestone Ore
netherendingores:ore_end_vanilla:0, End Coal Ore
netherendingores:ore_end_vanilla:1, End Diamond Ore
netherendingores:ore_end_vanilla:2, End Emerald Ore
netherendingores:ore_end_vanilla:3, End Gold Ore
netherendingores:ore_end_vanilla:4, End Iron Ore
netherendingores:ore_end_vanilla:5, End Lapis Ore
netherendingores:ore_end_vanilla:6, End Redstone Ore
netherendingores:ore_nether_modded_1:0, Nether Aluminum Ore
netherendingores:ore_nether_modded_1:1, Nether Copper Ore
netherendingores:ore_nether_modded_1:2, Nether Iridium Ore
netherendingores:ore_nether_modded_1:3, Nether Lead Ore
netherendingores:ore_nether_modded_1:4, Nether Mithril Ore
netherendingores:ore_nether_modded_1:5, Nether Nickel Ore
netherendingores:ore_nether_modded_1:6, Nether Platinum Ore
netherendingores:ore_nether_modded_1:7, Nether Silver Ore
netherendingores:ore_nether_modded_1:8, Nether Tin Ore
netherendingores:ore_nether_modded_1:9, Nether Certus Quartz Ore
netherendingores:ore_nether_modded_1:10, Nether Charged Certus Quartz Ore
netherendingores:ore_nether_modded_1:11, Nether Osmium Ore
netherendingores:ore_nether_modded_1:12, Nether Uranium Ore
netherendingores:ore_nether_modded_1:13, Nether Yellorite Ore
netherendingores:ore_nether_modded_1:14, Nether Dilithium Ore
netherendingores:ore_nether_modded_1:15, Nether Tritanium Ore
netherendingores:ore_nether_modded_2:0, Nether Zinc Ore
netherendingores:ore_nether_modded_2:1, Nether Ruby Ore
netherendingores:ore_nether_modded_2:2, Nether Sapphire Ore
netherendingores:ore_nether_modded_2:3, Nether Peridot Ore
netherendingores:ore_nether_modded_2:4, Nether Electrotine Ore
netherendingores:ore_nether_modded_2:5, Nether Ambrosium Ore
netherendingores:ore_nether_modded_2:6, Nether Gravitite Ore
netherendingores:ore_nether_modded_2:7, Nether Zanite Ore
netherendingores:ore_nether_modded_2:8, Nether Arkenium Ore
netherendingores:ore_nether_modded_2:9, Nether Icestone Ore
netherendingores:ore_nether_vanilla:0, Nether Coal Ore
netherendingores:ore_nether_vanilla:1, Nether Diamond Ore
netherendingores:ore_nether_vanilla:2, Nether Emerald Ore
netherendingores:ore_nether_vanilla:3, Nether Gold Ore
netherendingores:ore_nether_vanilla:4, Nether Iron Ore
netherendingores:ore_nether_vanilla:5, Nether Lapis Ore
netherendingores:ore_nether_vanilla:6, Nether Redstone Ore
netherendingores:ore_other_1:0, Overworld Quartz Ore
netherendingores:ore_other_1:1, End Quartz Ore
netherendingores:ore_other_1:2, Overworld Ardite Ore
netherendingores:ore_other_1:3, End Ardite Ore
netherendingores:ore_other_1:4, Overworld Cobalt Ore
netherendingores:ore_other_1:5, End Cobalt Ore
netherendingores:ore_other_1:6, Overworld Ambrosium Ore
netherendingores:ore_other_1:7, Overworld Gravitite Ore
